Id,Hashed_Context,Pronoun,Position,Candidate_Antecedent,Manual Evaluation,Predicate,Antecedent_Role,Pronoun_Role,SRL_Match,Predicate_Distance
236-their-0,The Digitalhome System shall provide users with online documentation about the Digitalhome system installed in their#0home.,their,15,users,UA,provide,ARG2,ARG1,1,0
236-their-0,The Digitalhome System shall provide users with online documentation about the Digitalhome system installed in their#0home.,their,15,online documentation,UA,provide,ARG1,ARG1,1,0
236-their-0,The Digitalhome System shall provide users with online documentation about the Digitalhome system installed in their#0home.,their,15,the Digitalhome system,UA,provide,ARG1,ARG1,1,0
237-its-0,"The FCP shall, if the NEFU ICP fails to send its#0ICP Ready signal, mask out that ICP, but continue to use the NE.16.""",its,11,The FCP,UA,mask,ARG0,ARGM-ADV,0,0
237-its-0,"The FCP shall, if the NEFU ICP fails to send its#0ICP Ready signal, mask out that ICP, but continue to use the NE.16.""",its,11,the NEFU,UA,fails,ARG1,ARG2,1,0
237-its-0,"The FCP shall, if the NEFU ICP fails to send its#0ICP Ready signal, mask out that ICP, but continue to use the NE.16.""",its,11,ICP,UA,fails,ARG1,ARG2,1,0
238-it-0,Each rate group has some number of tasks associated with it#0and it also has a rate for those tasks.,it,10,Each rate group,UA,has,ARG0,ARG1,1,0
238-it-0,Each rate group has some number of tasks associated with it#0and it also has a rate for those tasks.,it,10,some number,UA,has,ARG1,ARG1,1,0
238-it-0,Each rate group has some number of tasks associated with it#0and it also has a rate for those tasks.,it,10,tasks,UA,has,ARG1,ARG1,1,0
238-it-1,Each rate group has some number of tasks associated with it and it#1also has a rate for those tasks.,it,12,Each rate group,UA,has,ARG0,ARG0,1,11
238-it-1,Each rate group has some number of tasks associated with it and it#1also has a rate for those tasks.,it,12,some number,UA,has,ARG1,ARG0,1,11
238-it-1,Each rate group has some number of tasks associated with it and it#1also has a rate for those tasks.,it,12,tasks,UA,has,ARG1,ARG0,1,11
239-its-0,The enabled tasks are then unblocked at the rate given in its#0associated rate group.,its,11,The enabled tasks,A,given,V,ARGM-LOC,0,8
239-its-0,The enabled tasks are then unblocked at the rate given in its#0associated rate group.,its,11,the rate,A,given,ARG1,ARGM-LOC,0,0
240-itself-0,An API call is available for the task to call to block itself#0when it is finished with its cyclic processing.,itself,12,An API call,A,is,ARG1,ARG2,1,0
240-itself-0,An API call is available for the task to call to block itself#0when it is finished with its cyclic processing.,itself,12,the task,A,is,ARG2,ARG2,1,0
240-it-1,An API call is available for the task to call to block itself when it#1is finished with its cyclic processing.,it,14,An API call,A,is,ARG1,ARG2,1,0
240-it-1,An API call is available for the task to call to block itself when it#1is finished with its cyclic processing.,it,14,the task,A,is,ARG2,ARG2,1,0
240-its-2,An API call is available for the task to call to block itself when it is finished with its#2cyclic processing.,its,18,An API call,A,is,ARG1,ARG2,1,0
240-its-2,An API call is available for the task to call to block itself when it is finished with its#2cyclic processing.,its,18,the task,A,is,ARG2,ARG2,1,0
241-it-0,There is up to a full major frame from notification of an impending mode change to acting on it#0in minor frame 0 of the next major frame plus the time it takes during the next minor frame 0 to switch tasking.,it,18,a full major frame,A,is,ARG1,ARG1,1,0
241-it-0,There is up to a full major frame from notification of an impending mode change to acting on it#0in minor frame 0 of the next major frame plus the time it takes during the next minor frame 0 to switch tasking.,it,18,notification,A,is,ARG1,ARG1,1,0
241-it-0,There is up to a full major frame from notification of an impending mode change to acting on it#0in minor frame 0 of the next major frame plus the time it takes during the next minor frame 0 to switch tasking.,it,18,an impending mode change,A,is,ARG1,ARG1,1,0
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,a full major frame,A,is,ARG1,ARG1,1,0
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,notification,A,is,ARG1,ARG1,1,0
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,an impending mode change,A,is,ARG1,ARG1,1,0
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,minor frame,A,is,ARG1,ARG1,1,0
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,the next major frame,A,is,ARG1,ARG1,1,0
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,the next major frame plus the time,A,is,ARG1,ARG1,1,0
241-it-1,There is up to a full major frame from notification of an impending mode change to acting on it in minor frame 0 of the next major frame plus the time it#1takes during the next minor frame 0 to switch tasking.,it,31,the time,A,is,ARG1,ARG1,1,0
242-its-0,"The scheduler shall execute cyclic tasks, providing an API call to allow the application to block until its#0next iteration.",its,18,The scheduler,A,execute,ARG0,ARGM-ADV,0,0
242-its-0,"The scheduler shall execute cyclic tasks, providing an API call to allow the application to block until its#0next iteration.",its,18,cyclic tasks,A,execute,ARG1,ARGM-ADV,0,0
242-its-0,"The scheduler shall execute cyclic tasks, providing an API call to allow the application to block until its#0next iteration.",its,18,an API call,A,execute,ARGM-ADV,ARGM-ADV,1,0
242-its-0,"The scheduler shall execute cyclic tasks, providing an API call to allow the application to block until its#0next iteration.",its,18,the application,A,execute,ARGM-ADV,ARGM-ADV,1,0
243-their-0,"The scheduler shall give tasks priority values according to their#0rate - the higher the rate, the higher the priority.",their,9,The scheduler,A,give,ARG0,ARGM-MNR,0,0
243-their-0,"The scheduler shall give tasks priority values according to their#0rate - the higher the rate, the higher the priority.",their,9,tasks priority values,A,give,ARG2,ARGM-MNR,0,0
244-it-0,The scheduler shall provide a mechanism to inform a task when it#0did not complete during the previous frame and restart it at the beginning of the task.,it,11,The scheduler,A,provide,ARG0,ARG1,1,0
244-it-0,The scheduler shall provide a mechanism to inform a task when it#0did not complete during the previous frame and restart it at the beginning of the task.,it,11,a mechanism,A,provide,ARG1,ARG1,1,0
244-it-0,The scheduler shall provide a mechanism to inform a task when it#0did not complete during the previous frame and restart it at the beginning of the task.,it,11,a task,A,provide,ARG1,ARG1,1,0
244-it-1,The scheduler shall provide a mechanism to inform a task when it did not complete during the previous frame and restart it#1at the beginning of the task.,it,21,The scheduler,A,provide,ARG0,ARG1,1,0
244-it-1,The scheduler shall provide a mechanism to inform a task when it did not complete during the previous frame and restart it#1at the beginning of the task.,it,21,a mechanism,A,provide,ARG1,ARG1,1,0
244-it-1,The scheduler shall provide a mechanism to inform a task when it did not complete during the previous frame and restart it#1at the beginning of the task.,it,21,a task,A,provide,ARG1,ARG1,1,0
244-it-1,The scheduler shall provide a mechanism to inform a task when it did not complete during the previous frame and restart it#1at the beginning of the task.,it,21,the previous frame,A,provide,ARG1,ARG1,1,0
245-their-0,All tasks in rate groups and their#0corresponding schedules for all vehicle modes will be setup at system initialization.,their,6,All tasks,A,None,O,O,0,-1
245-their-0,All tasks in rate groups and their#0corresponding schedules for all vehicle modes will be setup at system initialization.,their,6,rate groups,A,None,O,O,0,-1
245-their-0,All tasks in rate groups and their#0corresponding schedules for all vehicle modes will be setup at system initialization.,their,6,rate groups and their corresponding schedules,A,corresponding,V,O,0,-1
246-their-0,Tasks in a rate group must suspend on a scheduler API call at the top of their#0execution loop.,their,16,Tasks,UA,suspend,ARG0,ARGM-LOC,0,0
246-their-0,Tasks in a rate group must suspend on a scheduler API call at the top of their#0execution loop.,their,16,a rate group,UA,suspend,ARG0,ARGM-LOC,0,0
246-their-0,Tasks in a rate group must suspend on a scheduler API call at the top of their#0execution loop.,their,16,a scheduler API call,UA,suspend,ARG1,ARGM-LOC,0,0
246-their-0,Tasks in a rate group must suspend on a scheduler API call at the top of their#0execution loop.,their,16,the top,UA,suspend,ARGM-LOC,ARGM-LOC,1,0
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,hardware exceptions,A,make,ARGM-ADV,ARG1,0,0
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,hardware exceptions and reserved exceptions,A,make,ARGM-ADV,ARG1,0,0
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,reserved exceptions,A,make,ARGM-ADV,ARG1,0,0
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,the FTSS,A,make,ARG0,ARG1,1,0
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,the error type,A,make,ARG1,ARG1,1,0
247-its-0,"For hardware exceptions and reserved exceptions, the FTSS shall make the error type and its#0context data available to the application, then return from the exception handler to the task that was running when the exception occurred.",its,15,the error type and its context data,A,make,ARG1,ARG1,1,0
248-them-0,Messages are addressed with a global unique communication identifier that routes them#0to the appropriate virtual group (VG) and socket.,them,11,Messages,UA,addressed,ARG1,ARGM-MNR,0,0
248-them-0,Messages are addressed with a global unique communication identifier that routes them#0to the appropriate virtual group (VG) and socket.,them,11,a global unique communication,UA,addressed,ARGM-MNR,ARGM-MNR,1,0
249-they-0,This restriction does NOT apply to the ICPs since they#0are running as simplex VGs.,they,9,This restriction,UA,apply,ARG1,ARGM-CAU,0,0
249-they-0,This restriction does NOT apply to the ICPs since they#0are running as simplex VGs.,they,9,the ICPs,UA,apply,ARG2,ARGM-CAU,0,0
250-it-0,FTSS shall mask out a babbling NE or ICP within 40 milliseconds after it#0is detected.,it,13,FTSS,A,mask,ARG0,ARGM-TMP,0,0
250-it-0,FTSS shall mask out a babbling NE or ICP within 40 milliseconds after it#0is detected.,it,13,a babbling NE,A,mask,ARG1,ARGM-TMP,0,0
250-it-0,FTSS shall mask out a babbling NE or ICP within 40 milliseconds after it#0is detected.,it,13,a babbling NE or ICP,A,mask,ARG1,ARGM-TMP,0,0
250-it-0,FTSS shall mask out a babbling NE or ICP within 40 milliseconds after it#0is detected.,it,13,ICP,A,mask,ARG1,ARGM-TMP,0,0
250-it-0,FTSS shall mask out a babbling NE or ICP within 40 milliseconds after it#0is detected.,it,13,40 milliseconds,A,mask,ARGM-TMP,ARGM-TMP,1,0
251-they-0,Synchronous message passing sockets shall queue outgoing messages until they#0are transmitted at frame boundaries.,they,9,Synchronous message,A,queue,ARG0,ARGM-TMP,0,0
251-they-0,Synchronous message passing sockets shall queue outgoing messages until they#0are transmitted at frame boundaries.,they,9,sockets,A,queue,ARG0,ARGM-TMP,0,0
251-they-0,Synchronous message passing sockets shall queue outgoing messages until they#0are transmitted at frame boundaries.,they,9,outgoing messages,A,queue,ARG1,ARGM-TMP,0,0
252-they-0,Pipes may be opened by multiple receiving tasks if they#0are created with the broadcast capability; otherwise they may only be opened by one receiving task.,they,9,Pipes,A,opened,ARG1,ARGM-ADV,0,0
252-they-0,Pipes may be opened by multiple receiving tasks if they#0are created with the broadcast capability; otherwise they may only be opened by one receiving task.,they,9,multiple receiving tasks,A,opened,ARG0,ARGM-ADV,0,0
252-they-1,Pipes may be opened by multiple receiving tasks if they are created with the broadcast capability; otherwise they#1may only be opened by one receiving task.,they,18,Pipes,A,opened,ARG1,ARG1,1,19
252-they-1,Pipes may be opened by multiple receiving tasks if they are created with the broadcast capability; otherwise they#1may only be opened by one receiving task.,they,18,multiple receiving tasks,A,opened,ARG0,ARG1,1,19
252-they-1,Pipes may be opened by multiple receiving tasks if they are created with the broadcast capability; otherwise they#1may only be opened by one receiving task.,they,18,the broadcast capability,A,opened,ARGM-ADV,ARG1,1,19
253-their-0,"Communication services shall provide the capability to create pipes which ""broadcast"" their#0messages to all virtual groups.""""",their,13,Communication services,A,provide,ARG0,ARG1,1,0
253-their-0,"Communication services shall provide the capability to create pipes which ""broadcast"" their#0messages to all virtual groups.""""",their,13,the capability,A,provide,ARG1,ARG1,1,0
253-their-0,"Communication services shall provide the capability to create pipes which ""broadcast"" their#0messages to all virtual groups.""""",their,13,pipes,A,provide,ARG1,ARG1,1,0
254-it-0,"If the broadcast option is used, each virtual group should open the pipe and read from it#0to avoid flow control problems.",it,17,the broadcast option,A,read,ARGM-ADV,ARG1,0,0
254-it-0,"If the broadcast option is used, each virtual group should open the pipe and read from it#0to avoid flow control problems.",it,17,each virtual group,A,read,ARG0,ARG1,1,0
254-it-0,"If the broadcast option is used, each virtual group should open the pipe and read from it#0to avoid flow control problems.",it,17,the pipe,A,read,ARG1,ARG1,1,4
255-its-0,The application software shall have the capability to reset a permanently failed channel to its#0initial recovery state.,its,14,The application software,A,have,ARG0,ARG1,1,0
255-its-0,The application software shall have the capability to reset a permanently failed channel to its#0initial recovery state.,its,14,the capability,A,have,ARG1,ARG1,1,0
255-its-0,The application software shall have the capability to reset a permanently failed channel to its#0initial recovery state.,its,14,a permanently failed channel,A,have,ARG1,ARG1,1,0
256-it-0,Redundancy Management picks up where it#0left off in these attempts.,it,5,Redundancy Management,UA,picks,ARG1,ARGM-LOC,0,0
